osm_id,name,brand,category,typical_sqft,lat,lon,addr
node/8619319421,ALDI,Aldi,grocery_anchor,17000,29.5235776,-95.1600974,"3100 Fm 528, Webster"
node/8619415909,ALDI,Aldi,grocery_anchor,17000,29.7495557,-95.7502209,"2009 South Mason Road, Katy"
node/8619427420,ALDI,Aldi,grocery_anchor,17000,29.7068749,-95.8472445,"5840 FM 1463 Road, Fulshear"
node/8619801592,ALDI,Aldi,grocery_anchor,17000,29.736257,-95.5335557,"9525 Westheimer Road, Houston"
node/8620139909,ALDI,Aldi,grocery_anchor,17000,30.0501578,-95.2352033,"1387 Kingwood Drive, Kingwood"
node/8620143175,Aldi,Aldi,grocery_anchor,17000,30.0056875,-95.2927199,"8755 FM 1960 Bypass Road West, Humble"
node/8620153723,ALDI,Aldi,grocery_anchor,17000,30.1226827,-95.4045948,"2412 Rayford Road, Spring"
node/8623735915,ALDI,Aldi,grocery_anchor,17000,29.8180432,-95.5447357,"2550 Gessner Road, Houston"
node/8623803023,ALDI,Aldi,grocery_anchor,17000,29.9078721,-95.5857979,"9251 Jones Road, Houston"
node/8623809141,ALDI,Aldi,grocery_anchor,17000,30.0020036,-95.5599323,"9870 Louetta Road, Houston"
node/8695378165,Dollar Tree,Dollar Tree,dollar_store,9000,30.0221566,-95.4323221,
node/8882810737,Kroger,Kroger,grocery_anchor,55000,29.7823174,-95.5221864,"9325 Katy Freeway, Houston"
node/9136612188,Burlington,Burlington,offprice,65000,30.0024178,-95.2804145,"9470 FM 1960 Bypass Road West, Humble"
node/9225549862,Five Below,Five Below,offprice,8500,29.6290434,-95.2380206,
node/9327602001,Dollar Tree,Dollar Tree,dollar_store,9000,29.5736127,-95.5715743,
node/9506349928,Dollar General,Dollar General,dollar_store,7400,29.5390939,-95.7109044,"6025 FM 762 Road, Richmond"
node/9795032378,Kroger,Kroger,grocery_anchor,55000,29.603198,-95.2149315,"11701 South Sam Houston Parkway East, Houston"
node/9822792164,Five Below,Five Below,offprice,8500,29.6376033,-95.5881934,
node/9826764393,Target,Target,offprice,125000,29.6026242,-95.264021,"8503 South Sam Houston Parkway East, Houston"
node/9828788908,Dollar Tree,Dollar Tree,dollar_store,9000,29.9026854,-95.465968,
node/9828788909,Family Dollar,Family Dollar,dollar_store,8500,29.902959,-95.4661796,
node/9847142033,Burlington,Burlington,offprice,65000,29.6024836,-95.2649678,"8501 South Sam Houston East Parkway, Houston"
node/9847142034,Dollar Tree,Dollar Tree,dollar_store,9000,29.6024059,-95.2652491,
node/9866040327,Kroger,Kroger,grocery_anchor,55000,29.6748622,-95.2910328,"6322 Telephone Road, Houston"
node/9875500336,Food Town,Food Town,grocery_anchor,40000,29.8194146,-95.0583254,
node/9875500337,Family Dollar,Family Dollar,dollar_store,8500,29.820181,-95.0583328,
node/9883922042,Kroger,Kroger,grocery_anchor,55000,29.7923441,-94.9829718,"6315 Garth Road, Baytown"
node/9884048056,Kroger,Kroger,grocery_anchor,55000,29.7896563,-95.2009461,"12620 Woodforest Boulevard, Houston"
node/9888827652,Burlington,Burlington,offprice,65000,29.9159829,-95.4154162,"10311 Highway 45 North, Houston"
node/9901351765,Food Town,Food Town,grocery_anchor,40000,29.7790121,-95.1259129,"435 Sheldon Road, Channelview"
node/9921713892,Dollar Tree,Dollar Tree,dollar_store,9000,29.733257,-95.6252846,
node/9921713898,Burlington,Burlington,offprice,65000,29.7343437,-95.6271274,
node/9950054765,Burlington,Burlington,offprice,65000,30.0887654,-95.5190889,"6545 North Grand Parkway West, Spring"
node/9953098301,Food Town,Food Town,grocery_anchor,40000,29.8669271,-95.4858994,
node/9966693007,Five Below,Five Below,offprice,8500,30.0858917,-95.5215462,"6600 Spring Stuebner Road, Spring"
node/10309429389,Dollar Tree,Dollar Tree,dollar_store,9000,29.6147605,-95.2200611,
node/10312341884,Five Below,Five Below,offprice,8500,29.5526205,-95.3847649,"3113 Silverlake Village Drive, Pearland"
node/10828099524,Dollar General,Dollar General,dollar_store,7400,30.0097285,-95.4461468,
node/10846649798,Family Dollar,Family Dollar,dollar_store,8500,29.8897532,-95.3944158,
node/10858840205,Dollar Tree,Dollar Tree,dollar_store,9000,29.6884973,-95.5072559,
node/11020901874,Dollar Tree,Dollar Tree,dollar_store,9000,30.0191593,-95.3810024,
node/11020911336,Dollar General,Dollar General,dollar_store,7400,30.0211814,-95.3790171,3040 FM 1960 East
node/11098145430,Aldine Express,Aldi,grocery_anchor,17000,29.9028579,-95.331818,
node/11228181143,Family Dollar,Family Dollar,dollar_store,8500,29.9822779,-95.4395381,
node/11365121264,Dollar General,Dollar General,dollar_store,7400,29.7866575,-95.1252961,777 Sheldon Road
node/11378670149,Family Dollar,Family Dollar,dollar_store,8500,29.7799023,-95.1259266,
node/11415725686,Dollar Tree,Dollar Tree,dollar_store,9000,29.9196345,-95.4955194,
node/11471996894,Food Town,Food Town,grocery_anchor,40000,29.6611012,-95.2110583,
node/11569527874,Family Dollar,Family Dollar,dollar_store,8500,29.826047,-95.3606727,
node/11675220839,Dollar Tree,Dollar Tree,dollar_store,9000,29.9016595,-95.5535643,
node/11728363576,Five Below,Five Below,offprice,8500,29.5427118,-95.7485511,"24101 Brazos Town Crossing, Rosenberg"
node/11786725812,Dollar General,Dollar General,dollar_store,7400,29.9457958,-95.3579982,Houston
node/11786725813,Family Dollar,Family Dollar,dollar_store,8500,29.978078,-95.489572,"13092 Veterans Memorial Drive, Houston"
node/11786725814,Family Dollar,Family Dollar,dollar_store,8500,29.9622,-95.477622,"12130 Veterans Memorial Drive, Houston"
node/11786725815,Family Dollar,Family Dollar,dollar_store,8500,29.94693,-95.466239,"3040 Gears Road, Houston"
node/11786725816,Family Dollar,Family Dollar,dollar_store,8500,29.965706,-95.452178,"2128 Spears Road, Houston"
node/11786725819,Dollar General,Dollar General,dollar_store,7400,29.9118094,-95.4391636,Houston
node/11786725820,Five Below,Five Below,offprice,8500,29.9139426,-95.4165303,"10261 North Freeway, Houston"
node/11786725821,Dollar Tree,Dollar Tree,dollar_store,9000,29.9137056,-95.4165706,"10261 North Freeway, Houston"
node/11786725822,Family Dollar,Family Dollar,dollar_store,8500,29.91724,-95.404791,"11046 Airline Drive, Houston"
node/11786725824,Dollar General,Dollar General,dollar_store,7400,29.9312782,-95.4067973,Houston
node/11786725825,Family Dollar,Family Dollar,dollar_store,8500,29.966469,-95.403385,"657 Rankin Road, Houston"
node/11786725829,Family Dollar,Family Dollar,dollar_store,8500,29.9494859,-95.4236588,"430 West Greens Road, Houston"
node/11786725830,Family Dollar,Family Dollar,dollar_store,8500,29.9647359,-95.429903,"703 West Rankin Road, Houston"
node/11786725831,Dollar Tree,Dollar Tree,dollar_store,9000,29.9892192,-95.4259648,"15135 North Freeway, Houston"
node/11786725832,Family Dollar,Family Dollar,dollar_store,8500,29.9941126,-95.4087692,"20741 Imperial Valley Drive, Houston"
node/11786725833,Family Dollar,Family Dollar,dollar_store,8500,30.022524,-95.41975,"22522 Imperial Valley Drive, Houston"
node/11786725834,Five Below,Five Below,offprice,8500,30.0211537,-95.4365714,"380 fm 1960 West, Houston"
node/11796305336,Kroger,Kroger,grocery_anchor,55000,29.7402016,-94.9520568,"1700 North Alexander Drive, Baytown"
node/11796305338,Kroger,Kroger,grocery_anchor,55000,29.5193785,-95.0753165,"250 South Egret Bay Boulevard, League City"
node/11796305339,Kroger,Kroger,grocery_anchor,55000,29.5208856,-95.1600336,"3135 East FM 528 Road, Friendswood"
node/11796305340,Kroger,Kroger,grocery_anchor,55000,29.6654233,-95.1352796,"6767 Spencer Highway, Pasadena"
node/11796305341,Kroger,Kroger,grocery_anchor,55000,29.6634041,-95.1895964,"3550 Spencer Highway, Pasadena"
node/11796305342,Kroger,Kroger,grocery_anchor,55000,29.6966036,-95.1737224,"2619 Red Bluff Road, Pasadena"
node/11796305344,Kroger,Kroger,grocery_anchor,55000,29.5606099,-95.2715022,"3245 Broadway Street, Pearland"
node/11796305346,Kroger,Kroger,grocery_anchor,55000,30.0457619,-95.34811,"5671 Treaschwig Road, Spring"
node/11836006937,Family Dollar,Family Dollar,dollar_store,8500,29.866815,-95.4853341,
node/11920400027,Dollar Tree,Dollar Tree,dollar_store,9000,29.8790854,-95.7254678,
node/12000139576,Dollar Tree,Dollar Tree,dollar_store,9000,29.9540266,-95.5453873,"17355 Tomball Parkway, Houston"
node/12000139577,Five Below,Five Below,offprice,8500,29.954189,-95.5457643,
node/12040685915,Dollar General,Dollar General,dollar_store,7400,30.0219576,-95.4195732,
node/12042730461,Family Dollar,Family Dollar,dollar_store,8500,29.6756702,-95.2663806,"8404 Winkler Drive, Houston"
node/12065612931,Dollar Tree,Dollar Tree,dollar_store,9000,30.0504172,-95.235236,"1385 Kingwood Drive, Kingwood"
node/12065612935,Five Below,Five Below,offprice,8500,30.0506234,-95.2359833,"1365 Kingwood Drive, Kingwood"
node/12094057974,Dollar General,Dollar General,dollar_store,7400,29.496585,-95.9128859,"411 South 1st Street, Beasley"
node/12158386343,Dollar Tree,Dollar Tree,dollar_store,9000,29.8480208,-95.3922107,
node/12193515241,Dollar Tree,Dollar Tree,dollar_store,9000,29.5887371,-95.5998194,
node/12294822755,Dollar General,Dollar General,dollar_store,7400,29.9426327,-95.3040508,
node/12324824201,Dollar Tree,Dollar Tree,dollar_store,9000,29.7724321,-95.1876584,1238 Uvalde Road
node/12459731688,Five Below,Five Below,offprice,8500,29.7726102,-95.1876665,
node/12459766776,Dollar General,Dollar General,dollar_store,7400,29.830538,-95.3182295,
node/12475053661,Dollar Tree,Dollar Tree,dollar_store,9000,29.6453505,-95.6501485,
node/12534593175,Dollar Tree,Dollar Tree,dollar_store,9000,29.7748944,-95.2360253,
node/12542319325,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.7057347,-95.5395381,"8710 Bellaire Boulevard, Houston"
node/12578111894,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7835112,-95.8040801,"25108 Market Place Drive, Katy"
node/12604446201,Ross Dress for Less,Ross Dress for Less,offprice,28000,29.8107861,-95.1667879,5955 East Sam Houston Parkway North
node/12665341001,Family Dollar,Family Dollar,dollar_store,8500,29.789718,-95.1621332,14650 Woodforest Boulevard
node/12695453859,H-E-B,H-E-B,grocery_anchor,90000,29.5785263,-95.5826764,4724 State Highway 6 South
node/12730036358,Burlington,Burlington,offprice,65000,29.5839192,-95.6465445,13521 University Boulevard
node/12879493432,Dollar Tree,Dollar Tree,dollar_store,9000,30.0431373,-95.3827637,
node/13070911502,Dollar Tree,Dollar Tree,dollar_store,9000,29.7976319,-95.7034772,2424 Greenhouse Road
node/13158890081,Walmart Supercenter,Walmart,grocery_anchor,100000,29.698222,-95.8419785,"26824 FM 1093, Katy"
node/13160905412,Walmart,Walmart,grocery_anchor,100000,29.6957347,-95.8424885,"26814 FM 1093, Katy"
node/13160942592,Five Below,Five Below,offprice,8500,29.696664,-95.843563,"26914 FM 1093, Katy"
node/13161108282,Dollar Tree,Dollar Tree,dollar_store,9000,29.6981672,-95.8442694,"26952 FM 1093, Katy"
node/13173728783,Walmart Supercenter,Walmart,grocery_anchor,100000,29.9113655,-95.7292199,
node/13181305301,Dollar Tree,Dollar Tree,dollar_store,9000,29.8098833,-95.1666411,5809 East Sam Houston Parkway North
node/13205412703,Dollar General,Dollar General,dollar_store,7400,29.9013409,-95.3555739,
node/13248904101,Dollar Tree,Dollar Tree,dollar_store,9000,29.9968838,-95.1727428,
node/13289525537,Dollar Tree,Dollar Tree,dollar_store,9000,29.9035543,-95.3134253,
node/13289540974,Family Dollar,Family Dollar,dollar_store,8500,29.9018425,-95.3145498,
node/13290030111,Family Dollar,Family Dollar,dollar_store,8500,29.9017778,-95.3343131,
node/13331570044,Walmart,Walmart,grocery_anchor,100000,29.9134124,-95.4850743,
node/13345688348,Aldine Food Store,Aldi,grocery_anchor,17000,29.9324141,-95.4024249,
node/13376553250,1 Aldine Food Store,Aldi,grocery_anchor,17000,29.9030359,-95.3259607,
node/13391170569,Dollar Tree,Dollar Tree,dollar_store,9000,29.9018454,-95.3541708,
node/13409204091,Family Dollar,Family Dollar,dollar_store,8500,29.6740068,-95.2762388,"8219 Broadway Street, Houston"
node/13424500735,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.9598836,-95.5510372,
node/13438325308,Dollar General,Dollar General,dollar_store,7400,29.9020984,-95.3375866,
node/13459304170,Dollar Tree,Dollar Tree,dollar_store,9000,29.6756592,-95.6445982,
node/13502690190,Aldine Food Mart,Aldi,grocery_anchor,17000,29.9029676,-95.3106624,
node/13520218579,Five Below,Five Below,offprice,8500,29.9854274,-95.4996625,
node/13520246432,Burlington,Burlington,offprice,65000,29.9853075,-95.4998901,
node/13520290313,Dollar Tree,Dollar Tree,dollar_store,9000,29.9872608,-95.4961772,
node/13570636002,Dollar General,Dollar General,dollar_store,7400,29.8213983,-95.0578479,
node/13582108171,Dollar Tree,Dollar Tree,dollar_store,9000,29.978001,-95.6706902,
node/13639843570,Dollar General,Dollar General,dollar_store,7400,29.5557221,-95.7836163,
node/13650287823,Dollar General,Dollar General,dollar_store,7400,30.0095633,-95.5901751,
node/13805124014,Burlington,Burlington,offprice,65000,29.731456,-95.4626883,"5125 Richmond Avenue, Houston"
node/13809301601,Dollar Tree,Dollar Tree,dollar_store,9000,29.8501808,-95.7181867,
node/13833293303,Dollar General Market,Dollar General,dollar_store,7400,30.0026748,-95.1520767,
node/13833381701,Five Below,Five Below,offprice,8500,29.9995007,-95.1741376,
node/13893156702,Burlington,Burlington,offprice,65000,29.9478061,-95.4195819,
node/13936855947,H-E-B,H-E-B,grocery_anchor,90000,29.9573283,-95.2072633,
node/13984515887,Food Town,Food Town,grocery_anchor,40000,30.0143124,-95.4522663,
node/13991367102,Dollar Tree,Dollar Tree,dollar_store,9000,29.9794767,-95.5142552,
node/14001050133,Dollar General,Dollar General,dollar_store,7400,29.9639517,-95.2433828,
node/14055288374,Dollar Tree,Dollar Tree,dollar_store,9000,29.6998625,-95.687079,
node/14066980962,Dollar Tree,Dollar Tree,dollar_store,9000,30.0422784,-95.4883515,
way/45493255,H-E-B,H-E-B,grocery_anchor,90000,29.6984836,-95.2949202,"3111 Woodridge Drive, Houston"
way/46680443,Walmart Supercenter,Walmart,grocery_anchor,100000,29.6308249,-95.237609,"9598 Rowlett Road, Houston"
way/49233629,Walmart Supercenter,Walmart,grocery_anchor,100000,29.6440501,-95.573156,"11210 West Airport Boulevard, Stafford"
way/49418509,H-E-B,H-E-B,grocery_anchor,90000,29.7351204,-95.5872145,"11815 Westheimer Road, Houston"
way/49450755,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7331189,-95.5914313,"2700 South Kirkwood Road, Houston"
way/50424508,Kroger,Kroger,grocery_anchor,55000,29.736384,-95.5453589,"9919 Westheimer Road, Houston"
way/51206348,Walmart Supercenter,Walmart,grocery_anchor,100000,29.6935229,-95.2103684,"1107 Shaver Street, Pasadena"
way/51901545,Kroger,Kroger,grocery_anchor,55000,29.6959434,-95.4155382,"7747 Kirby Drive, Houston"
way/51904004,Target,Target,offprice,125000,29.6928168,-95.419061,"8500 Main Street, Houston"
way/52062582,Target,Target,offprice,125000,29.6527022,-95.1529301,"5757 Fairmont Parkway, Pasadena"
way/99136983,Walmart Supercenter,Walmart,grocery_anchor,100000,29.545899,-95.2359509,"1710 Broadway Street, Pearland"
way/107638822,Walmart Supercenter,Walmart,grocery_anchor,100000,29.613524,-95.6445604,"345 State Highway 6, Sugar Land"
way/123415134,H-E-B,H-E-B,grocery_anchor,90000,29.8214141,-95.5473742,"10251 Kempwood Drive, Houston"
way/123421455,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7932161,-95.5648907,"10750 Westview Drive, Houston"
way/129370941,H-E-B,H-E-B,grocery_anchor,90000,29.787674,-95.5325166,"9710 Katy Freeway, Houston"
way/129601970,Target,Target,offprice,125000,29.7411161,-95.4094765,"2075 Westheimer Road, Houston"
way/129727607,Burlington,Burlington,offprice,65000,29.7377398,-95.5701087,"11041 Westheimer Road, Houston"
way/129728992,Kroger,Kroger,grocery_anchor,55000,29.7482627,-95.5001206,"1801 South Voss Road, Houston"
way/130597593,Walmart Supercenter,Walmart,grocery_anchor,100000,29.8538959,-95.5091913,"13484 Northwest Freeway, Houston"
way/130655740,Burlington,Burlington,offprice,65000,29.8488027,-95.5011685,"13238 Northwest Freeway, Houston"
way/130655777,Five Below,Five Below,offprice,8500,29.8548696,-95.5120881,"13762 Northwest Freeway, Houston"
way/130655778,Target,Target,offprice,125000,29.8493796,-95.5020617,"13250 Northwest Freeway, Houston"
way/131432880,Walmart Supercenter,Walmart,grocery_anchor,100000,30.1234812,-95.4576952,"1025 Sawdust Road, Spring"
way/136632490,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7887208,-95.4651448,"1118 Silber Road, Houston"
way/147464704,Target,Target,offprice,125000,29.782725,-95.5415089,"984 Gessner Road, Houston"
way/169503168,Kroger,Kroger,grocery_anchor,55000,29.7086637,-95.6858884,"6425 FM 1464, Richmond"
way/170281644,Target,Target,offprice,125000,29.7446076,-95.4531142,"4323 San Felipe Street, Houston"
way/173380102,Summerwood Market H-E-B,H-E-B,grocery_anchor,90000,29.9230337,-95.1970225,"12680 West Lake Houston Parkway, Houston"
way/175042793,H-E-B,H-E-B,grocery_anchor,90000,29.738117,-95.402809,"1701 West Alabama Street, Houston"
way/177255707,Kroger,Kroger,grocery_anchor,55000,30.0010805,-95.1609227,"19300 West Lake Houston Parkway, Humble"
way/177255711,H-E-B,H-E-B,grocery_anchor,90000,30.0004595,-95.164519,"7405 FM 1960, Humble"
way/182103841,Kroger Marketplace,Kroger,grocery_anchor,55000,29.5415183,-95.7507418,"24401 Brazos Town Crossing, Rosenberg"
way/182997201,Walmart Supercenter,Walmart,grocery_anchor,100000,30.0090256,-95.2833439,"9451 Fm 1960 Bypass, Humble"
way/184062660,Target,Target,offprice,125000,29.5483721,-95.7513061,"23912 Commercial Drive, Rosenberg"
way/194533801,Target,Target,offprice,125000,29.6870672,-95.4621252,"300 Meyerland Plaza Mall, Houston"
way/198932100,H-E-B,H-E-B,grocery_anchor,90000,30.1276214,-95.4457852,"130 Sawdust Road, Spring"
way/207104306,Walmart Supercenter,Walmart,grocery_anchor,100000,30.1070439,-95.2336016,"22600;23561 Eastex Freeway;Us Highway 59, Porter"
way/209292903,H-E-B,H-E-B,grocery_anchor,90000,29.5650328,-95.6852735,"19900 Southwest Freeway Frontage Road, Sugar Land"
way/221922460,H-E-B,H-E-B,grocery_anchor,90000,29.7270965,-95.4271677,"5225 Buffalo Speedway, Houston"
way/226277767,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,29.6744245,-95.4955185,"9700 Hillcroft Avenue, Houston"
way/226936280,Kroger,Kroger,grocery_anchor,55000,29.7541123,-95.4055481,"1938 West Gray Street, Houston"
way/227383005,Walmart,Walmart,grocery_anchor,100000,29.6768841,-95.4575015,"9555 South Post Oak Road, Houston"
way/228678949,H-E-B,H-E-B,grocery_anchor,90000,29.9953466,-95.576188,"10919 Louetta Road, Houston"
way/231007641,Kroger,Kroger,grocery_anchor,55000,29.7272291,-95.4309078,"5150 Buffalo Speedway, Houston"
way/235359833,Walmart Supercenter,Walmart,grocery_anchor,100000,29.9759193,-95.6979639,"26270 Northwest Freeway, Cypress"
way/235559515,Walmart Supercenter,Walmart,grocery_anchor,100000,29.8769827,-95.6517828,"15955 Fm 529 Road, Houston"
way/241055452,Target,Target,offprice,125000,30.0009885,-95.1725832,"6931 FM 1960 East, Humble"
way/247867506,Kroger,Kroger,grocery_anchor,55000,29.8600734,-95.7217046,"6055 North Fry Road, Katy"
way/254550921,Target,Target,offprice,125000,29.9995423,-95.5843397,"21515 Tomball Parkway, Houston"
way/254557655,Kroger,Kroger,grocery_anchor,55000,29.9940492,-95.6215967,"13135 Louetta Road, Cypress"
way/254607817,Walmart Supercenter,Walmart,grocery_anchor,100000,30.0141096,-95.595162,"22605 Tomball Parkway, Tomball"
way/254845949,Five Below,Five Below,offprice,8500,29.9648099,-95.5457165,
way/256986701,H-E-B,H-E-B,grocery_anchor,90000,29.5054436,-95.1909084,"701 West Parkwood Avenue, Friendswood"
way/257038638,H-E-B,H-E-B,grocery_anchor,90000,29.7569684,-95.7504441,"1621 South Mason Road, Katy"
way/257047336,H-E-B,H-E-B,grocery_anchor,90000,29.6017438,-95.2501247,"9828 Blackhawk Boulevard, Houston"
way/257110581,H-E-B,H-E-B,grocery_anchor,90000,29.7733876,-95.8224289,"25675 Nelson Way, Katy"
way/257323890,Fairmont Pkwy H-E-B,H-E-B,grocery_anchor,90000,29.6486323,-95.1445543,"6210 Fairmont Parkway, Pasadena"
way/257489227,H-E-B Plus!,H-E-B,grocery_anchor,90000,29.7127806,-95.7758771,"6711 South Fry Road, Katy"
way/257524046,H-E-B,H-E-B,grocery_anchor,90000,29.5592816,-95.3902088,"2805 Business Center Drive, Pearland"
way/257705675,H-E-B,H-E-B,grocery_anchor,90000,30.0686616,-95.4498741,"2121 FM 2920, Spring"
way/257708003,H-E-B,H-E-B,grocery_anchor,90000,30.0886793,-95.6291987,"28520 Tomball Parkway, Tomball"
way/261720959,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7762178,-94.9744221,"4900 Garth Road, Baytown"
way/263325236,Walmart Supercenter,Walmart,grocery_anchor,100000,29.5571763,-95.760106,"5330 Farm-to-Market Road 1640, Richmond"
way/263924830,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.5612807,-95.7897679,
way/265697553,H-E-B,H-E-B,grocery_anchor,90000,29.9924826,-95.7444804,"28550 Northwest Freeway, Cypress"
way/267159456,Walmart Supercenter,Walmart,grocery_anchor,100000,29.6669691,-95.0999774,"9025 Spencer Highway, La Porte"
way/280287748,H-E-B,H-E-B,grocery_anchor,90000,29.7074047,-95.4697773,"5106 Bissonnet Street, Bellaire"
way/293729626,H-E-B,H-E-B,grocery_anchor,90000,29.9575163,-95.6733641,"24224 Northwest Freeway, Cypress"
way/293769726,Kroger,Kroger,grocery_anchor,55000,29.9709246,-95.690184,"17455 Spring Cypress Road, Cypress"
way/306783734,H-E-B,H-E-B,grocery_anchor,90000,29.6910897,-95.5598646,"10100 Beechnut Street, Houston"
way/308673109,H-E-B,H-E-B,grocery_anchor,90000,29.9109995,-95.5860369,"9503 Jones Road, Houston"
way/308679505,H-E-B,H-E-B,grocery_anchor,90000,29.5367563,-95.5365054,"8900 TX 6, Missouri City"
way/310899177,Kroger Marketplace,Kroger,grocery_anchor,55000,29.6639076,-95.7383114,"8011 West Grand Parkway South, Richmond"
way/314258872,Kroger,Kroger,grocery_anchor,55000,29.7580738,-95.7784441,"1550 West Grand Parkway South Frontage Road, Katy"
way/314260260,Kroger,Kroger,grocery_anchor,55000,29.7355721,-95.7537786,"22150 Westheimer Parkway, Katy"
way/314284791,Kroger,Kroger,grocery_anchor,55000,29.8814468,-95.6855846,"18030 FM 529, Cypress"
way/314333781,Kroger,Kroger,grocery_anchor,55000,29.9025417,-95.631734,"8550 North Highway 6, Houston"
way/314334335,Kroger,Kroger,grocery_anchor,55000,29.9240473,-95.6044476,"12400 FM 1960 West, Houston"
way/314335389,Kroger,Kroger,grocery_anchor,55000,29.8653908,-95.6067498,"6350 North Eldridge Parkway, Houston"
way/314335687,Kroger,Kroger,grocery_anchor,55000,29.7574904,-95.6274509,"1520 Eldridge Parkway, Houston"
way/314341833,Kroger,Kroger,grocery_anchor,55000,29.6782695,-95.6410217,"9303 Highway 6 South, Houston"
way/314351906,Kroger,Kroger,grocery_anchor,55000,29.9517395,-95.5823595,"12222 Jones Road, Houston"
way/314352248,Kroger,Kroger,grocery_anchor,55000,29.9079284,-95.5835716,"9330 Jones Road, Houston"
way/314352457,Kroger,Kroger,grocery_anchor,55000,29.9833329,-95.5659242,"10010 Cypresswood Drive, Houston"
way/314352698,Kroger,Kroger,grocery_anchor,55000,29.6479736,-95.6494273,"11565 Highway 6 South, Sugar Land"
way/314352998,Kroger,Kroger,grocery_anchor,55000,29.7524271,-95.6053021,"12555 Briar Forest Drive, Houston"
way/314359115,Kroger,Kroger,grocery_anchor,55000,30.032708,-95.552747,"8745 Spring Cypress Road, Spring"
way/314359292,Kroger,Kroger,grocery_anchor,55000,29.9041055,-95.5556495,"9125 West Sam Houston Parkway North, Houston"
way/314359398,Kroger,Kroger,grocery_anchor,55000,29.5853421,-95.6333015,"4825 Sweetwater Boulevard, Sugar Land"
way/314359723,Kroger,Kroger,grocery_anchor,55000,30.0029394,-95.5316099,"15802 Champion Forest Drive, Spring"
way/314359852,Kroger,Kroger,grocery_anchor,55000,30.075824,-95.5170933,"6060 FM 2920, Spring"
way/314361197,Kroger,Kroger,grocery_anchor,55000,30.0403836,-95.4861886,"18518 Kuykendahl Road, Spring"
way/314361375,Kroger,Kroger,grocery_anchor,55000,29.9768155,-95.4915026,"13133 Veterans Memorial Drive, Houston"
way/315695620,Food Town,Food Town,grocery_anchor,40000,29.8694121,-95.3834035,"7426 Airline Drive, Houston"
way/316352286,Family Dollar,Family Dollar,dollar_store,8500,29.8484499,-95.3627673,"9605 Irvington Boulevard, Houston"
way/317816016,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.7307504,-95.3109362,
way/317926073,Dollar Tree,Dollar Tree,dollar_store,9000,30.067074,-95.4309815,"20622 North Freeway, Spring"
way/318320633,Food Town,Food Town,grocery_anchor,40000,29.9404297,-95.4612947,"2770 North Sam Houston Parkway West, Houston"
way/319367084,Burlington,Burlington,offprice,65000,29.9557059,-95.5514994,"8415 FM 1960 West, Houston"
way/342028535,Kroger,Kroger,grocery_anchor,55000,29.8288565,-95.4320496,"1352 West 43rd Street, Houston"
way/344896043,Family Dollar,Family Dollar,dollar_store,8500,29.8821822,-95.300096,"11240 Homestead Road, Houston"
way/345838191,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.7973368,-95.3669955,"4141 Fulton Street, Houston"
way/346664405,Target,Target,offprice,125000,29.9186875,-95.605114,"12701 FM 1960 West, Houston"
way/366871869,Walmart Supercenter,Walmart,grocery_anchor,100000,29.716183,-95.3129549,"2391 South Wayside Drive, Houston"
way/368086078,Kroger,Kroger,grocery_anchor,55000,29.583068,-95.3898665,"11003 Shadow Creek Parkway, Pearland"
way/371183163,Aldi,Aldi,grocery_anchor,17000,29.6894581,-95.5015677,"6751 Bissonnet Street, Houston"
way/374878795,Dollar Tree,Dollar Tree,dollar_store,9000,29.7410251,-95.3770597,"1000 Elgin Street, Houston"
way/375578535,Dollar General,Dollar General,dollar_store,7400,29.7400228,-95.3402779,"4002 Polk Street, Houston"
way/375578541,Kroger,Kroger,grocery_anchor,55000,29.7397445,-95.3404793,"4000 Polk Street, Houston"
way/383999053,Kroger,Kroger,grocery_anchor,55000,29.6692856,-95.4639551,"10306 South Post Oak Road, Houston"
way/384192770,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.7064289,-95.4913449,
way/387040847,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7892433,-95.7223036,"1313 North Fry Road, Katy"
way/395449443,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7728452,-95.4013994,"111 Yale Street, Houston"
way/398421311,Kroger,Kroger,grocery_anchor,55000,29.912304,-95.4778511,"12434 Tomball Parkway, Houston"
way/404593189,Dollar General,Dollar General,dollar_store,7400,29.9972428,-95.1943562,"5358 FM 1960 East, Humble"
way/404986383,Kroger,Kroger,grocery_anchor,55000,29.5355988,-95.2058622," North Friendswood Drive, Friendswood"
way/421099797,Walmart Supercenter,Walmart,grocery_anchor,100000,29.7229848,-95.4649875,"5405 South Rice Avenue, Houston"
